elapsed,label,responseCode,bytes,Latency,Connect
572,20 Users - Access -  GetOrdersByCustomer,200,1271,572,1
573,20 Users - Access -  GetOrdersByCustomer,200,1122,573,2
573,20 Users - Access -  GetOrdersByCustomer,200,1051,573,3
576,20 Users - Access -  GetOrdersByCustomer,200,983,576,2
580,20 Users - Access -  GetOrdersByCustomer,200,902,580,3
581,20 Users - Access -  GetOrdersByCustomer,200,1128,581,1
582,20 Users - Access -  GetOrdersByCustomer,200,1053,582,2
582,20 Users - Access -  GetOrdersByCustomer,200,1121,582,3
582,20 Users - Access -  GetOrdersByCustomer,200,900,582,2
590,20 Users - Access -  GetOrdersByCustomer,200,1130,590,3
590,20 Users - Access -  GetOrdersByCustomer,200,1193,590,2
590,20 Users - Access -  GetOrdersByCustomer,200,1345,590,3
1162,20 Users - Access -  GetOrdersByCustomer,200,381,1162,5
1162,20 Users - Access -  GetOrdersByCustomer,200,1279,1162,3
582,20 Users - Access -  GetOrdersByCustomer,200,1045,582,0
1164,20 Users - Access -  GetOrdersByCustomer,200,1056,1164,3
1198,20 Users - Access -  GetOrdersByCustomer,200,901,1198,3
626,20 Users - Access -  GetOrdersByCustomer,200,1051,626,0
1199,20 Users - Access -  GetOrdersByCustomer,200,1123,1199,4
1198,20 Users - Access -  GetOrdersByCustomer,200,979,1198,4
622,20 Users - Access -  GetOrdersByCustomer,200,756,622,0
622,20 Users - Access -  GetOrdersByCustomer,200,682,622,0
1204,20 Users - Access -  GetOrdersByCustomer,200,831,1204,4
633,20 Users - Access -  GetOrdersByCustomer,200,976,633,1
628,20 Users - Access -  GetOrdersByCustomer,200,607,628,0
635,20 Users - Access -  GetOrdersByCustomer,200,1272,635,1
1210,20 Users - Access -  GetOrdersByCustomer,200,1202,1210,4
628,20 Users - Access -  GetOrdersByCustomer,200,1350,628,0
523,20 Users - Access -  GetOrdersByCustomer,200,980,523,1
1106,20 Users - Access -  GetOrdersByCustomer,200,1055,1106,0
569,20 Users - Access -  GetOrdersByCustomer,200,978,569,1
576,20 Users - Access -  GetOrdersByCustomer,200,911,576,1
673,20 Users - Access -  GetOrdersByCustomer,200,1496,673,1
1288,20 Users - Access -  GetOrdersByCustomer,200,1131,1288,1
717,20 Users - Access -  GetOrdersByCustomer,200,972,717,1
740,20 Users - Access -  GetOrdersByCustomer,200,755,740,1
732,20 Users - Access -  GetOrdersByCustomer,200,980,732,0
1387,20 Users - Access -  GetOrdersByCustomer,200,1275,1387,0
772,20 Users - Access -  GetOrdersByCustomer,200,829,772,0
